 1  8 10  6 10  6  5  6 12  6  7  6
 1  9  6  9  6  8 11  9  7  6  7  8
 1  6  5  6  5  6  5 10 10 11  7  8
 1 10  8 12 12 10  8 12  9 11 10 10
 1 11  7 13 11 14 15 10  7 11 15  8
 1  5  7  6  7 10  9  9  9 13  9  6
 1  6  7  6 10  4  6 10 12 13  8 10
 1  6  8  5  5  6  4  9  6  9 10  7
 1 10 12  7 13  7 11 10  9 16 12 10
 1  9  8  8  6  7  5  7  7  8  7  7
 1 11 10 11 10 11 13 12 11 11 11 12
 1  7  8  9 11  8  8  5 11  6  5  9
 1  6  6  7  8  7  6 10  7  7  6  7
 1  5  6  6  4  7  7 11 10 12  8  9
 1  7  6  5  6 11  6 11  8  9 10  6
 1  8 10  8 10  8  9 12  9 10 12  8
 1  9  6  8 10  8  7 11  8 10 12  8
 1 10  9 10 10 11 11  8 10 11 10 14
 1 10 13  9 10  9 10  8  8  9  5 12
 1 12 10 10  7  7 10 12  9 12 10  9
 1 10 12  8 12  9  7 12 12 13 11 10
 1  8 10  7  7  8  8 10  7  9  3 13
 1 10 10  7 10  5  9  9 11 14 12 13
 1  7  7  6  9  8  6  8 15  7  7  9
 1  9 17 13 11 11 10 12 15 14 18 15
 1  5  8  6  7  7  8  8  7  8  7  7
 1  5  5  5  7  6  6 10  9 10  9  6
 1 10 13 10 10 11 11 12 13 11 11 11
 1 11 14 10 11 11 10 10 13 12 11 14
 1  5  8  6  9  5  8  9  7  8  8 10
 1  4  8  4  6  6  5  9  8  9  6  6
 1  2  3  4  5  5  5  7 10  7  4  5
 1 10 10  9  6  9  9 11  8  7 13  6
 1  9  8  8  6  9  8  9 13  6 10 11
 1  7 13  7 11  6  8 10 10 10  6 11
 1  8 10  7 10  7  8  7 10  9  7 11
 1 10  7  9 14  9  8  8  8 10  7 12
 1  8 13  7  7  7  9  9 11  9 10  8
 1 12 10 11  9  9  7  9 10 13 12 10
 1 10  9 11 14 10  8  8 10  7 10  5
 1  7  8  8 11  8  9 10 10 11  9  6
 1  5  6  4  4  5  3  5  5  5  3  4
 1 10 11 10 11 10 10  5  7 11 12 14
 1 12 14  8 14  8 13 11 10 12 10 13
 1 10 10 11 10 11 10 14 11  1  8  9
 1  5  5  6  7  8  9  8  4 10 12 13
 1  5  8  4  6  5  3  5  4  9  9  5
 1 11  9 12  7  9 11  8 12 14 10 11
 1  6 11  5  6  6  8  7  7  7  5  9
 1  5  7  5  8  9  7  8  8  6  9  8
 1  7 10  6 10  7  7  6  5  9  7 10
 1 12 10 10  8 11 12 14 11  7 13 11
 1  9 12 13  7 10  9  9  9  9  5  7
 1  4  8  4  7  8  9  6  7  6  5  6
 1  6  6  3  5  5  5  6  7  6 10  5
 1  9  4  7  7  7  7  9 10  7  9  7
 1  6 12  5  7  6  9  7  5  8 10  9
 1  5  5  5  4  5  5  6  6  9  7  6
 1  6  8  4  6  5  3  7  8  9  6 10
 1  9 10  7  9 10 12 10 12 10  9 12
 1 10 12  9  9 11 11 11 13 12  9 13
 1 13 12 10 10 12 13 10 12 10  9  7
 1  8 10 11 15 11  9  7  7  7  7  9
 1  6 10  7 10  7  6  8 11 12 10 16
 1 15 12 14 11 16 10  9 17 15 10 11
 1  9  7 10 13  7  9 11 12 14 11 11
 1 15 16 14 13 12 13 11 13 14 14 10
 1 13  7 10  9 13 10 14 12  9  5  9
 1 16 13 12 17 10 12  9 12 13 12 14
 1  7 12  9 11 10 11 12  8 14 16  7
 1 12 10 14 15 12 10  9 13 10 12 11
 1 13 16 13 11 11 10 10 10 12 14 14
 1  6  8  8  9  8  9 11 15 10  9  8
 1  5 12  7 12  6  8  9 12  8  7 13
 1 11  8  9 13 11  8 10 13 12 10  7
 1 10  6 11  9 11 12 12 11 13 11  6
 1 12  8  9  8  9 10 10 10  9 10 16
 1 12 16 11 12  9 13 12 10 12 12 12
 1  6  9  5  6  7  7 11  7 11  7 12
 1 12 10 14  9 12 10 11 10 15 12 11
 1 11  8 11 11 10  9 17 11 10 16 16
 1  8  7 10 10 11 11 11  7 14 10 10
 1  7  8 10  9 11 11  8  9 12 12 10
 1 15  8 12 13 16 15 11 13 12  7 10
 1 11 12 11  9 12 14 12 11  8 13 11
 1 14 13 11 17 11 12 12 15 14 12 13
 1 11 10 12 13 13 15 14 11 15 13 13
 1 10 10  8 12  8  8 11 10  9 10 16
 1 11  7 10 13  9 12 10 13 10 12 10
 1 16 16 12 12 12 10 12 11 14 15 15
 1 11  5  6 11  7 10 14 11  9  9 12
 1 10  8 10 12  8 12 11  5 12 10 10
 1 11 14  9 15 11 11 12 11 10 10 10
 1 12 12 11 10  8 10 10 11 13 12 11
 1  8  8  6 10 11  7  9  7 12 10 11
 1 10  6 10  7  7  8  7 10  9  7  8
 1 10 14 10 13  9  8 14 11 12  9  7
 1  9  7  6  7  9  6  9  5 11 10  6
 1  8  5  7  7  8  5  9 11 13 11  8
 1  9 14  8 13 11 10 11 11 15 14  9
 1  9 10  9  9 10 12 11 10  9 10  8
 1  7  7  8  6  6  7  8 11  6  7  6
 1 14  8 13 12 14 15 12 15 10 14 12
 1  9  4  7  5  7  6  9  8 12 11  5
 1 13 12 13 11 14 16 17 11  9 10 12
 1 13 13 11 13 11  9 10  8 13  9 11
 1  7  6  5  6  6  8  8  7  5  2  8
 1 14 14 12 12 14 13 11 15 14  7 10
 1  9 10  7 14  9  8 14 13 11 15 12
 1  8  9  9  7  7 12 12 11  9 11  8
 1  8  7  7  7 13  8 14 13  9 10  8
 1  7 12  8 11  9 10  7 10 10 10 13
 1  8  7  9  6 10 12  7 12 11 13  6
 1 10 11 10 14 10 10 11 11 11  7 11
 1  3  7  6  6  5  8  9 10  8  8  8
 1 10 13 10 13  7  9  9  9 16 12 15
 1 13 15 12 14 13 14 12 11 14 13 12
 1  6  7  7 11  8  9 14 11 10 10  5
 1 10 10  9  7 11 12 12 13 13 12 10
 1 10 12 12 11 10 11 10 13 14 10  9
 1 10  7  9  9 11  9  5  5  8  6  8
 1 12 10 11 11  9  9 12 12  7  6 15
 1  8 13 10 11  7  9  6 10 10  4 12
 1 10 13  8 11 14 16 14 13 15 16 10
 1  6 10  6 11  7  8 10 11 10 10  6
 1  6 12  7  7  7  7 11  4  9 11 11
 1  8  9  9 10  6  6  5  7  9 10  5
 1 14 13 11 14 11 11 11 11 11 12  9
 1 10  8 10 11 11  7  8  8 10 11 10
 1 16  9 15 14 15 10 12 13 14 14 10
 1 13 13 11 12 10  9 11 13 10  9 11
 1  3  2  3  4  4  1  4  4  7  5  6
 1 13  9  8  6  9 10 10  9 11 10  9
 1  1  5  1  2  2  1  1  4  3  3  1
 1 10 10  8  6  8  9  8  6 10 10  9
 1  7  6  8  6  6  9  9 13 12  9 10
 1 12 12 10  8  9  9 14 17 11 10 11
 1 12 11 13 10 14 18  9 10 14 11 10
 1 14 13 10 13 12 11 12 10 12 12  9
 1  6 15  6 10  7  8  9  8  8 12  8
 1 10  9  9 11 11 11 11 11 14  5 13
 1 13  8 11 13 11 11 11  9 11 12 10
 1 14  6 13 13 11 16 11 13 10 11  8
 1 13  6 13  6 10 11  9 10  6  9  6
 1 12  9 13 14 13 15 10 11 14 13 10
 1 15  7 12 11 13 10 10 12 14 12 10
 1 16 14 16 13 13 15 14 13 16 14 14
 1 13 11  9 10 12 13 14 11  9 10  8
 1  9  8  6  7  7  7  9  8 11 11  9
 1  8 11  7  7  7  6  6  7  7  6 11
 1 10 10  7 12 10 11 10 15 12 13 14
 1 13 10 12 14  7  8  8  8 10 11  5
 1  5  5  6  4  8  8  8  7  6  4  4
 1 10 13  7  7  4  8  7  8  8  7  8
 1 10 14  8 12  9 10 10  7 11 11 14
 1  5 13  5  9  7  6  8  8  8  8  9
 1  5  8  5  6  6  6  8  8  8 10 11
 1  9  8  7  8  7  9  9 11  6 10  5
 1  7  8  5  6  5  4  5 10  8  9 10
 1  5  7  6 11  8 12 11 11 14 12  8
 1  9 17  7 11 11 12 12  7 14 10 19
 1 15 12 14 17 12 12 12 17 13 18 13
 1 12  7 10 11 11  8 11 15 13 12 14
 1 13  9 13 11 11  9 14 11 12 14 13
 1 15 10 13 11 11 10  8 17 14  9  7
 1 15 13 15 12 12 10  7 10 10  9  8
 1 14  8 14 13 10 14 14 15 13 13  8
 1 12 12 13 11 11 12 10 15 11  9 11
 1 10 18 10 17  9  9  7 12  8  5  9
 1 14 14 13 12 10 11 11 12 12 10 12
 1 14  7 17 13 12 15 10 13  9 10  6
 1 16 13 13 14 12 13 17  9  9  9  8
 1 14 13 13 10 16  9  9 11 12  9  8
 1 13 10 15 13 16 15 12 15 12 12 12
 1 16 12 16 13 16 14 17 11 11  9 13
 1 16  9 17 11 13 16 14 17 19 16 13
 1 12 12 14 14 15 12 12 11 10  8  9
 1 11 10 12 11 14 10 12 12 11 11 12
 1 14 10 14 14 13 16 17 13 12 15  8
 1 10 10 10 12 10  8 14 13 10 10 10
 1 16  6 15 13 13 11 12 11 12 13 12
 1 14 13 13 13 11 12 10 12  9 11 10
 1 12 13 14 14 14 10 12 11 11 13 10
 1 14 15 16 17 11 12 12 13 15 13 15
 1 16 14 16 12 14 12 12 11 10  9 11
 1 16 17 14 11 13 15 14 17 19 18 19
 1 14 11 13 13 13 14 11  7 14 12 12
 1 12 13 10 12 11 10 14 11 11 16 11
 1 15 12 16 13 18  8  6  7  8  9 11
 1 14 14 18 15 16 15 14 13 10 10  9
 1 16 13 18 17 13 12 14  9 10 12  8
 1  9 12 14  8 14 14 12  9  9 14 16
 1 16 14 12 11 14  8 12  9 12  9 12
 1 12 13 11 14 10 13 14 12 14 14 10
 1 15 13 14 15 11  9  9  8  8 10  9
 1 10  8  8 14  9 16 12 10 15 15 12
 1 12  9 16 11 14 15 11  9 12 12 11
 1 12  8 14 12 18 12 14 15 11 10 14
 1 12  9  7  9 10  9  9  7  8  6  6
 1 15  7 14 11 14 11 11 12 12 11 14
 1  9 12 12 11  8 11  9  8  8  6 11
 1 13  9 11 14 13 12  9 12 13 11 12
 1  9 13 10 11  8 10  6 11 10 10 11
 1  9 12 10 11 11 11 10  9  6 10 13
 1 12  8 10 12 10  7 11 10  9 10 10
 1 11  6  9 10  9 11 10 13 10  7  7
 1 10 16 12 14 14 12 12 11 10 15  5
 1 15 15 16 14 14 16 10 11 13 12 13
 1 10  8  9 11 14 13  9  8 11 10  8
 1 15 11 13 14 11  8 12  8 11 14 10
 1 12  9 12 10 12 14 10  8  9 11 10
 1 10 10 11 10  8  7  8  6  5  5  8
 1 13 14 11 17 10 11  8 11 10  5 14
 1 12 13 13 15 15 12 12 13 15 12  9
 1 13 10 13 14 10  9 12  7 11  9 11
 1 10  8 10  5 11 10  8 13  6 10  7
 1 13 12 13 11 12  9  9 10 10  9  8
 1 12 11 11 12 10 12 10  9 12 12 10
 1 15 13 11 14 13 12 11 12 15  9 13
 1 13  8 10  7  4 12 12  8 10 12  7
 1 12  7  6 11  9  7  8  9  8 12  8
 1 12 10 12 17 12 12 14 13 13 12 11
 1  7  9  6  8  9  7 11  8  7  9  7
 1  7 13  9 11  8  6 11  7  9  9  6
 1 10 13 10  8 14  9 14 11 11 12 11
 1 10  4  7  7  6  6  9 11  9  8  7
 1 10  8  7  7  8  7 10 11  9  7 16
 1 10 10  8 11  9  7 10  9  9  7 10
 1  8  7  9 12 11  9 12 15 15 16 10
 1  6  8  9 12  9  7 11 11  8  7  9
 1  9 10 11 11 10 10 12 11 11 13 11
 1 10 15 10 17 16  8 12 15 14 11  8
 1 11 12 10 12  5 14  8  4 12 10  7
 1  8 10  7  7  6 10  6 11  5  6  8
 1 11  8  8 12 11 15  9  7  9 12 13
 1 11  8  9 12 13 12  7  7  9  9  7
 1  9 10  9  6  5 12 10  7 10  7  7
 1 12 11 13 11 14 16 11 11 12 12 11
 1 14 12 14 15 11 14 12 13 14 12  5
 1  9  8  8  8 11 12  6 13  8 11  7
 1  8  8 15 11 10 11  9 11 11  8  5
 1 10 12 11 11 11 13 17 13 14 14  7
 1 11  6 12 15 12 12 17 13 12 15 13
 1 14 11 12 11 11  9 11 15 14 16 11
 1 14 14 13 17 10  5  8 11 14 13 10
 1 11 12 14  9 10 10  8 12 12 11  8
 1 10  7  9  7  7  5  8  9  8  8  6
 1  8 12 10  9 11 10 14  7 14 12  9
 1 10  8 10 10 11  9 14 13 12 12  8
 1  5  8  4  4  7  5  6  6  7  7  6
 1 12 13 12 15 14 14 12  9 11 12  8
 1 10  9 11 12 12 11  8  9  9  6 10
 1 12  6 10  9 10  8  8 10 11  9 12
 1  8 12  7 10  7  8  6  8 10 10  8
 1 10 15 11 10 11  9 10 11  9 11 16
 1 10 10 12  6  7  5 11 12  9 12  7
 1 12  8 11 13  9 10 10 13 15 12 12
 1 10 12 11  9 11 14 14 15 12 10 10
 1 10  6 10  7 13 11  6  6  7  9  9
 1  8  7  7 11 10  5  9  8  8 10  8
 1 12 10 15 11  8 10  8  9  8 12  7
 1  8  4  8  9  8  6 12  8  9 12  5
 1  8 11  7  9 11  6  9 11 10 13  7
 1 10  9  7  7 11  8 10 11 11 12  8
 1 12 12 11 17 13 10 12 12 13 10 15
 1  3  3  2  5  3  2  3  4  4  8  2
 1  8  5  7  7  7 10 10  7  5  6  9
 1  9  8  6 10  8  5  7  9  7 10 11
 1  8  8  8  7  7 10  8  8  8 11  7
 1  9 12  9 15 11 10  7 10  8  6 11
 1 15 16 15 15 14 11 12 12 15 16 12
 1 15  9 13  7 10 13 12 13  9 15  9
 1  9  8  8 11 10 15 11  9  9 11  7
 1 11 10 12 11 11 14 11  7 12 12 15
 1 14 10 11 11  9 11 17 15 13 16  9
 1  9  6  9  7  8 13 14 12 12 11  9
 1 12  6  9 13 10 10 14 12  9 14 10
 1 12  6 13 11 11 12 11 12  8  8 13
 1 12 10 12 14  8 10 10 12 13 12  9
 1 10  8  8  9 11 14 12 11 10 13 10
 1 15 10 12 11 11 11 12 12 13 12  8
 1  4  4  4  4  6  4  5  4  5  6  4
 1  6 10  5  7  6  6  8 11 10  9  5
 1 11 14 10 14  9 10 11  6 10 12  8
 1  5  4  4  4  3  6  9  6  5 12  6
 1 13 11 11 17  9 16 14 12 13 11  9
 1 12 10 10 17 10 12 12  7 10 10 10
 1  3  5  5  2  3  4  6  4  4  7  3
 1 12 11 11  9  8  8 12 11 14 13 13
 1 15 16 14 17 14 15 14 17 16 11 10
 1 11 10 11 11 11 14 14 12 13 14 10
 1  3  3  4  6  5  4  2  4  5  6  3
 1 12 14 11 11 11 13 10  7  9 14  9
 1 15 14 16 11 16 13 11  7 12 13 11
 1  8 10  8  7  7  5  8 12 12 13  6
 1  8  8  8  7  7  6  9  8  6  8 12
 1 11 12 11  8 12  8  8 10  7  9  9
 1  8  5  6  6  6  4  6  5  3  5  9
 1 12 13  8 11  8  8  7 11  9  8  7
 1  6  8  6  6  7  5  9  8  9  7  9
 1 11 11 10 13 11 10 11 10 11 10  9
 1  7  7  6  6  3  5  5  4  4  6  3
 1 13 14 11 10 15 13 10  9  9  9 17
 1  6 10  6 10  7  5  7  8  1  8  5
 1  3  5  3  4  4  3  4  4  7  7  5
 1 10 14 10  8  9  9 11 13 11  9  7
 1  6  6  5  4  7  5  5  6  4  5  4
 1  9  8  9  7 12 12 12 10  8 10  8
 1  9 10  8  9  9 10  9  9  7  9  7
 1  8  8  7  6  9  6  7  4  6  8  8
 1 10 10 12 13 10 13 10 11 17  9 11
 1 10  8 13 11 14  9  7  8 13 12  8
 1 16 13 19 17 16 16 17 11 15 14 11
 1 14 16 15 13 18 16 14 15 12 10 14
 1 18 17 16 15 12 10 12 17 14 12 16
 1 12 11 14 13 14 15  9  8  9 10 12
 1 14 12 13 13 14 13  8 11 10 10  9
 1 14 11 12 12 12 10 11 11 11 12 12
 1 12  9  9  6 14  6  9  5  9  6 13
 1 12 12 12 17 14 15 11  8 13 13 13
 1 15 13 11 14 14 10  9 12 15 16 11
 1 13 12 11 12 14 11  8 12 12 11 12
 1 13 13 12 12 14  9 14 11  9 12 11
 1  9 13 10 13 14  9 14 11  9  9  9
 1 12 12 12 10 11 14  7 12 13  8 11
 1 13  7 13 12 10 11 11 11 10  9  8
 1 10  9 12 12 11 14 17 11  9 13 13
 1 11 10 11 12 18 10  9  9 10 10 10
 1 12 13 12 14 12  8  9 11 12 10 11
 1 13 10 15 14 16  9 12 10 10 12  9
 1 14 15 13 15 14 11 10 12  9  9 10
 1 13  8 16 10 16 13 10 11 10  8 10
 1 10  9  9 14 12 13 12  9 12 10 12
 1 10 10 10 11 11  9 10 13  9  9  9
 1 10 13 10 15 10  9  8  7 10  8  7
 1 10 15 12 11 14  7 11 12  8  6  7
 1  6  4  8  8  9  6  7 11  7  7  6
 1 12 19 10 15  7  6  7 11  6 10 13
 1 10 12 12 13 11 14  9 11 11 12  9
 1 14 12 15 17 12 10 12 15 14 14 13
 1 13  8  9 11 11  7  8  9  9 10  7
 1 10  8 12 11  8 11 14  7 11 12 12
 1 10  8 10  9 10  7  6 13  6  6  6
 1 10 12 10 11 10 10 12 12  6  5 10
 1 12  9 13 13 15 16 12 15 16 14 10
 1 10 10 10 11  8  8 11  7 12 12  6
 1 11 15 13 13 11 10 11 11 11 12 12
 1 11 15 14 17 12  9 11 11 17 14 11
 1 10  6 12 14 12 12  9 12 13 10 10
 1 12 10 13 10 11 11 11 11  9 10  6
 1  8  7  9  7 11  8 14  8  9  8  8
 1  6  8  6  6  6  5  9  6  6  5  6
 1 10 14 12 12 12 14 11 12 11 10  9
 1 12 10  9 11  8 12 11 11  8  6  9
 1  9  8 10  9 11  8 10  8  9 10  8
 1  7 13  8 14  9 12  7  6  9  7  7
 1 12  8  9 11 15 12  9 13  7  9  8
 1  9  8 11 11 12 12 10 11 12 12  7
 1 14 11 11 12 13 15 12 15 13 15 11
 1 14 13 12 12 10 10 14 11 10 10  8
 1  6  9  6  6  6  5 10  7  7  9  6
 1 12  8 12 10  9 12 11 11  9 10 12
 1  6  4  6  6  7  6 10  7  9  9  7
 1 12  9 11  6 11  8  5  9  5  4 10
 1  9 14 12 11 11 10 12 11 14 12  6
 1 11  7 10  7  9  8  8 12  9  8  6
 1  6  7  4  7  6  7  3  5  6  8  5
 1  7 13  7 12  8  7  6  4  8  8  8
 1 18 11 13 15 11 11 14 10 13 12 10
 1 11 12 11 11 13  6  8 13 12  9  7
 1 10 10 10 11 12  8 10  8 13 15  7
 1 11  8 11 11  9  9 11 12  9 10 11
 1 12 10 10 11  8  9 11 12 10 12  8
 1 11  8 14  8 11 10 10 10 10 10  8
 1 13 12 11 11  9 10 14  8  9  9 11
 1 11  8  9 10 11 12 12 10 12 12  8
 1  9  7  7 10 10  9  6  4 10 12  9
 1 13 12 12 12 11 11 10 12 13 16  6
 1  7  7  8  6 15  8 10  8  8  6  5
 1 10 13 11  7  9  7  8 15  9  7 11
 1 13 12 13 13 13 13 12  8 13 13  8
 1 10 11 12 11 13  7  8 10  9 11  8
 1 10  5  8  8  9 13  7 11 13 11  8
 1  8  6 12 17 14 13  8  9 10 11 13
 1 12  8 10 15 10  8 12 12 17 13  9
 1 12  9 11 10 11 12 11  9  7  7 10
 1 11 14 12  6 13 15  9 13 14 13 13
 1 11 10 12 11  9 13 10  8 10  9 10
 1 10  9 10  7  7 10  9  8  5  5  8
 1 10  2  5  5  7  4 10 10  7  8  7
 1  8  8  6  7  7  6  5  5  5  5  9
 1  6  8  7  8  7  5  5  4  4  3  6
 1  7  4  7  4  6  7 11 11  6 14  9
 1  9 10  9  7 12 11 10  8  9  6 13
 1  6  7  5  4  6  3  7  7  5  8  5
 1 12 10 10 11 14 13 12 10 10  8  5
 1 13 11 11 11 11 10  9  7  8  9  8
 1  6 10  8 11  7  8  8  7 10  8 11
 1 10  8  9  8  7 10 12  8  9 12 10
 1 12  8 12 10 15 12 14 10 10 12 18
 1  8 10  7 15  7  7  8 10  9  9  8
 1  5  6  6  9  6  4  5  4  6  4  3
 1  5  3  5  6  5  3  5  4  6  7  6
 1  9  9  8 14  7  9 14  8 14 14  8
 1 12 12 18 13 14 18 17 13 15  9 10
 1  6  6  5  6  9  4  5  5  5  3  4
 1  9  8 10  7 11  9  5  7  9  9  5
 1 12  9 12  9 12 11 12 11  7 10  7
 1 10 10  9 10 13 11 11  8 10 12 10
 1  7 11 10 11 14  9  8  5  5  5  6
 1 10 10 11 11 13  9 11 12 11 10  9
 1  6  6  7  7 10  9 10  6  6  7  6
 1  5  1  2  2  3  1  5  2  3  4  3
 1  5 10  8  7  8  8 12  8  9 12  8
 1  7  6  5  7  5  3  3  4  5  3  3
 1  5 10  6  7  9  6  6  8  8  7  5
 1  8  6  8  9  7  9 12  9 10 11  9
 1 10  8  8  8  7  6  7  7 14 12  6
 1  6  8  9  8  7  6  4  7  8  6  8
 1 10  5  7  8  9  6 10 12 14  8  8
 1 12 11 12 17  8 12  9  6 13 12  8
